Bait	Bait Mutation Status and/or Drug Condition	Prey	AvePSM	Z	WD	Entropy	Prey Gene Name	
MTDH	wt	P56537	2	2.194943362	5.578638221	1.584962501	EIF6	
MTDH	wt	O15143	2	3.480704817	5.073442521	1.584962501	ARPC1B	
CTCF	a78s	P49711	39.33333333	Inf	NA	1.584252034	CTCF	
CTCF	a78s	Q9NR30	17	8.298768006	2.646059829	1.583360988	DDX21	
CTCF	a78s	Q14258	15.33333333	10.85611386	1.533861116	1.580430077	TRIM25	
CTCF	a78s	P18124	14.66666667	6.646366846	2.320300438	1.584244601	RPL7	
CTCF	a78s	Q02878	14	4.244410558	2.310728797	1.568981025	RPL6	
CTCF	a78s	P62906	11.33333333	6.417724877	1.777571675	1.583795539	RPL10A	
CTCF	a78s	Q9UGI8	11	3.585902795	4.063747136	1.581213609	TES	
CTCF	a78s	O95793	7.333333333	47.93538394	93.82998594	1.566146831	STAU1	
CTCF	a78s	Q96HC4	6.666666667	2.564046842	2.421521669	1.581635257	PDLIM5	
CTCF	a78s	Q8WXX5	6.333333333	7.014765877	2.129255179	1.560106804	DNAJC9	
CTCF	a78s	Q86VM9	5.666666667	13.38392007	9.549344565	1.567711658	ZC3H18	
CTCF	a78s	Q9UKJ3	5	14.59797677	37.3839887	1.515654656	GPATCH8	
CTCF	a78s	Q5SSJ5	5	5.938141373	4.757435216	1.515654656	HP1BP3	
CTCF	a78s	P41743	5	2.883556933	2.11498169	1.567955436	PRKCI	
CTCF	a78s	Q1KMD3	4.666666667	15.5617658	6.732772812	1.560251865	HNRNPUL2	
CTCF	a78s	P07199	4.333333333	6.403167451	2281.824779	1.577759502	CENPB	
CTCF	a78s	Q05639	4.333333333	9.593296442	5.826578279	1.577759502	EEF1A2	
CTCF	a78s	Q8NC56	4.333333333	3.839511779	1.602001656	1.577759502	LEMD2	
CTCF	a78s	P11388	4	18.55378042	30.78417313	1.559120237	TOP2A	
CTCF	a78s	O75531	4	2.834169203	5.686829636	1.584962501	BANF1	
CTCF	a78s	Q7Z2W4	4	7.849803161	3.507617353	1.559120237	ZC3HAV1	
CTCF	a78s	Q86VP6	4	2.231132851	2.058588255	1.512346202	CAND1	
CTCF	a78s	Q15678	3.333333333	15.42510372	43.26582354	1.573355385	PTPN14	
CTCF	a78s	Q15645	3.333333333	3.316998303	11.95053277	1.573355385	TRIP13	
CTCF	a78s	P82650	3.333333333	7.733765875	10.44101251	1.573355385	MRPS22	
CTCF	a78s	Q5C9Z4	3	Inf	NA	1.541007871	NOM1	
CTCF	a78s	Q5SVZ6	3	6.403167451	1898.592979	1.584962501	ZMYM1	
CTCF	a78s	P82675	3	11.36764073	22.00035165	1.541007871	MRPS5	
CTCF	a78s	P51116	3	11.36764073	17.12393701	1.584962501	FXR2	
CTCF	a78s	Q96GQ7	3	8.890686613	16.65040463	1.541007871	DDX27	
CTCF	a78s	Q15397	3	7.376622544	14.86368094	1.399581231	KIAA0020	
CTCF	a78s	Q13242	3	5.424475039	8.314376802	1.541007871	SRSF9	
CTCF	a78s	P11940	3	4.266095592	8.227062905	1.584962501	PABPC1	
CTCF	a78s	Q00577	2.666666667	Inf	NA	1.566367267	PURA	
CTCF	a78s	Q96NE9	2.666666667	Inf	NA	1.517528789	FRMD6	
CTCF	a78s	P16989	2.666666667	17.33400416	121.7442416	1.566367267	CSDA	
CTCF	a78s	Q92552	2.666666667	7.030716131	36.75994844	1.566367267	MRPS27	
CTCF	a78s	Q9UKM9	2.666666667	17.33400416	23.42969023	1.517528789	RALY	
CTCF	a78s	Q9Y3B7	2.666666667	8.756790249	12.76664464	1.566367267	MRPL11	
CTCF	a78s	Q13643	2.666666667	3.791956687	11.419609	1.566367267	FHL3	
CTCF	a78s	P11908	2.666666667	5.167598419	8.549401144	1.566367267	PRPS2	
CTCF	a78s	P56537	2.666666667	3.081164625	6.441656557	1.566367267	EIF6	
CTCF	a78s	Q14558	2.666666667	2.08788055	5.683111155	1.566367267	PRPSAP1	
CTCF	a78s	Q13617	2.666666667	4.220139879	5.425003769	1.566367267	CUL2	
CTCF	a78s	Q04760	2.666666667	2.807936097	3.877250404	1.566367267	GLO1	
CTCF	a78s	O00422	2.333333333	Inf	NA	1.483355755	SAP18	
CTCF	a78s	Q96EY7	2.333333333	Inf	NA	1.56320209	PTCD3	
CTCF	a78s	P30479	2.333333333	5.256904453	345.5514863	1.56320209	HLA-B	
CTCF	a78s	Q9UKD2	2.333333333	3.856899418	3.1646294	1.428412468	MRTO4	
CTCF	a78s	Q15287	2.333333333	3.640845888	2.42100424	1.56320209	RNPS1	
CTCF	a78s	Q08170	2.333333333	4.377153614	2.228960329	1.56320209	SRSF4	
CTCF	a78s	P40763	2.333333333	1.690991349	1.6823906	1.56320209	STAT3	
CTCF	a78s	P49406	2	Inf	NA	1.493709546	MRPL19	
CTCF	a78s	Q9GZR7	2	Inf	NA	1.493709546	DDX24	
CTCF	a78s	P82663	2	6.403167451	1550.194676	1.584962501	MRPS25	
CTCF	a78s	Q9BRJ6	2	6.403167451	1550.194676	1.493709546	C7orf50	
CTCF	a78s	A2A3N6	2	12.96237848	547.8490874	1.493709546	PIPSL	
CTCF	a78s	Q8N983	2	7.488207784	81.9186966	1.493709546	MRPL43	
CTCF	wt	Q96A35	2	7.488207784	13.98163602	1.584962501	MRPL24	
CTCF	wt	Q9Y4P3	2	9.167750327	12.90954637	1.584962501	TBL2	
CTCF	wt	Q9Y5A9	2	4.505106335	8.087573516	1.493709546	YTHDF2	
CTCF	wt	P43487	2	4.246774086	7.631631289	1.584962501	RANBP1	
CTCF	wt	Q9Y4B5	2	4.91832517	3.333061842	1.493709546	SOGA2	
CTCF	wt	P37837	2	1.726542244	3.015416319	1.584962501	TALDO1	
CTCF	wt	P62942	2	2.959777025	2.767668277	1.584962501	FKBP1A	
CTCF	wt	Q9BYD6	2	3.95075728	1.673697337	1.584962501	MRPL1	
CTCF	wt	Q99590	2	2.30041573	1.536497967	1.493709546	SCAF11	
GATA3	wt	P23771	15	Inf	NA	1.582915639	GATA3	
GATA3	wt	P13489	4.666666667	2.991980944	2.636717884	1.537855236	RNH1	
GATA3	wt	P22314	4	2.56185738	1.958046271	1.512346202	UBA1	
GATA3	wt	P82675	3.333333333	12.66078505	23.19040684	1.573355385	MRPS5	
GATA3	wt	Q92688	2.666666667	3.563638742	2.459403082	1.517528789	ANP32B	
GATA3	wt	Q9NR28	2.666666667	2.768024919	1.60711428	1.566367267	DIABLO	
GATA3	wt	P23526	2.333333333	2.440658208	5.060405714	1.56320209	AHCY	
GATA3	wt	P37837	2.333333333	2.085195947	3.257021877	1.56320209	TALDO1	
GATA3	wt	P52565	2.333333333	2.937635436	2.232579581	1.56320209	ARHGDIA	
GATA3	wt	Q9UL46	2	4.81860021	9.791717714	1.493709546	PSME2	
GATA3	wt	P82930	2	5.306448054	7.016406948	1.493709546	MRPS34	
GATA3	wt	O75347	2	4.505106335	4.882319405	1.493709546	TBCA	
GATA3	wt	Q9HD42	2	3.682623705	4.709253591	1.584962501	CHMP1A	
GATA3	wt	Q9P2J5	2	1.8253127	1.86904803	1.584962501	LARS	
GATA3	wt	P53680	2	3.352371587	1.74009031	1.493709546	AP2S1	
GATA3	wt	Q5JVS0	2	1.713736321	1.585954779	1.584962501	HABP4	
PALB2	e837k	Q86YC2	56.33333333	Inf	NA	1.582391788	PALB2	
PALB2	e837k	Q14145	28.66666667	Inf	NA	1.584205723	KEAP1	
PALB2	e837k	P51587	25.33333333	Inf	NA	1.583268746	BRCA2	
PALB2	e837k	Q9UBU8	15.66666667	23.40775091	4.785678674	1.564734556	MORF4L1	
PALB2	e837k	Q96SB4	6.333333333	1.568415302	1.55691648	1.581411577	SRPK1	
PALB2	e837k	Q9UKD2	3	2.270611748	3.340992874	1.541007871	MRTO4	
PALB2	e837k	P12273	2.666666667	3.371388241	3.643733652	1.566367267	PIP	
PALB2	e837k	Q15005	2.666666667	2.469974484	2.322778445	1.566367267	SPCS2	
PALB2	e837k	Q9Y3B7	2	1.779468584	114.0248253	1.584962501	MRPL11	
PALB2	e837k	P16989	2	3.243651738	11.05155915	1.584962501	CSDA	
PALB2	e837k	Q9UKM9	2	2.103369614	9.114901008	1.584962501	RALY	
PALB2	e837k	Q12931	2	1.414764392	2.634247074	1.493709546	TRAP1	
PALB2	e837k	O95721	2	2.482767355	2.28929143	1.584962501	SNAP29	
PALB2	e837k	P07602	2	2.482767355	2.0091772	1.584962501	PSAP	
PALB2	e837k	Q01469	2	2.831258952	1.643052917	1.584962501	FABP5	
PALB2	e837k_eto	Q86YC2	56	Inf	NA	1.583598011	PALB2	
PALB2	e837k_eto	P51587	37.66666667	Inf	NA	1.584851161	BRCA2	
PALB2	e837k_eto	Q14145	29	Inf	NA	1.582725184	KEAP1	
PALB2	e837k_eto	Q9UBU8	13.33333333	19.85392071	4.414937928	1.584110993	MORF4L1	
PALB2	e837k_eto	Q9NZT1	6	13.45295015	12.88805487	1.584962501	CALML5	
PALB2	e837k_eto	Q01469	4.666666667	7.323045306	2.509804788	1.560251865	FABP5	
PALB2	e837k_eto	P40121	4.333333333	2.362650707	1.737895817	1.577759502	CAPG	
PALB2	e837k_eto	O95210	3.333333333	2.23557497	2.608180281	1.573355385	STBD1	
PALB2	e837k_eto	P47929	3	6.708238392	1888.195066	1.463458299	LGALS7	
PALB2	e837k_eto	Q15005	3	2.8481139	2.463678584	1.584962501	SPCS2	
PALB2	e837k_eto	P01040	2.666666667	12.86142832	11.63706597	1.566367267	CSTA	
PALB2	e837k_eto	P54709	2.666666667	2.221982177	1.686002426	1.566367267	ATP1B3	
PALB2	e837k_eto	P26639	2.666666667	2.017092864	1.623402426	1.566367267	TARS	
PALB2	e837k_eto	P84157	2.333333333	3.079900364	4.168362532	1.56320209	MXRA7	
PALB2	e837k_eto	P80723	2.333333333	1.662465839	2.591352611	1.56320209	BASP1	
PALB2	e837k_eto	P50395	2.333333333	2.833634134	1.621309787	1.56320209	GDI2	
PALB2	e837k_eto	Q9NQW6	2.333333333	1.960890848	1.537214145	1.251629167	ANLN	
PALB2	e837k_eto	O75427	2	4.178955959	5.470646255	1.493709546	LRCH4	
PALB2	e837k_eto	P61923	2	3.397830072	5.423888923	1.584962501	COPZ1	
PALB2	e837k_eto	Q02790	2	1.571673258	4.44080448	1.584962501	FKBP4	
PALB2	e837k_eto	Q9UHG3	2	3.289970847	3.666609558	1.493709546	PCYOX1	
PALB2	e837k_eto	Q00765	2	2.535684848	2.185854176	1.493709546	REEP5	
PALB2	wt	Q86YC2	66	Inf	NA	1.583978534	PALB2	
PALB2	wt	Q14145	33.33333333	Inf	NA	1.583106411	KEAP1	
PALB2	wt	P51587	27.33333333	Inf	NA	1.584753907	BRCA2	
PALB2	wt	Q08211	19.33333333	2.232131988	1.643888107	1.579482144	DHX9	
PALB2	wt	Q9NR30	14	1.563177751	3.836878294	1.582619827	DDX21	
PALB2	wt	Q9UBU8	13.66666667	20.36161073	4.469783981	1.581739467	MORF4L1	
PALB2	wt	Q96SB4	7.333333333	1.897992884	1.675328033	1.566146831	SRPK1	
PALB2	wt	O95782	6.333333333	1.536109595	1.80021348	1.560106804	AP2A1	
PALB2	wt	Q5SSJ5	6	1.952290658	15.26840187	1.584962501	HP1BP3	
PALB2	wt	Q86UW7	4.333333333	1.523664088	3.865634105	1.534326469	CADPS2	
PALB2	wt	P40121	4	2.129363767	1.669716292	1.559120237	CAPG	
PALB2	wt	Q99848	3.666666667	1.888217782	19.60885414	1.510002757	EBNA1BP2	
PALB2	wt	Q9Y282	3.333333333	3.588041462	1.562736452	1.573355385	ERGIC3	
PALB2	wt	P80723	3	2.29259402	2.938317672	1.541007871	BASP1	
PALB2	wt	O95210	3	1.959069644	2.474337071	1.463458299	STBD1	
PALB2	wt	Q15005	3	2.8481139	2.463678584	1.541007871	SPCS2	
PALB2	wt	P50395	3	3.812904754	1.838392498	1.541007871	GDI2	
PALB2	wt	P40925	3	2.446939505	1.564157808	1.541007871	MDH1	
PALB2	wt	P07602	2.666666667	3.480118344	2.319997994	1.566367267	PSAP	
PALB2	wt	O94826	2.666666667	1.793282364	1.989032999	1.446554269	TOMM70A	
PALB2	wt	Q14764	2.333333333	4.498042653	4.923831212	1.56320209	MVP	
PALB2	wt	Q15836	2	9.593930311	318.6941767	1.584962501	VAMP3	
PALB2	wt	P16989	2	3.243651738	11.05155915	1.584962501	CSDA	
PALB2	wt	Q12959	2	4.721426144	7.34487774	1.584962501	DLG1	
PALB2	wt	P08240	2	2.650162246	5.88468537	1.493709546	SRPR	
PALB2	wt	Q9BRD0	2	2.046228725	4.163513071	1.493709546	BUD13	
PALB2	wt	P84157	2	2.559197784	3.859153815	1.493709546	MXRA7	
PALB2	wt	Q9UHG3	2	3.289970847	3.666609558	1.584962501	PCYOX1	
PALB2	wt	Q9UKD2	2	1.402979617	2.727909259	1.493709546	MRTO4	
PALB2	wt	Q12931	2	1.414764392	2.634247074	1.584962501	TRAP1	
PALB2	wt	Q9Y570	2	2.559197784	2.100657264	1.493709546	PPME1	
PALB2	wt	Q9UNQ2	2	1.710566719	1.541434467	1.584962501	DIMT1	
PALB2	wt_eto	Q86YC2	52.66666667	Inf	NA	1.584735174	PALB2	
PALB2	wt_eto	P51587	33	Inf	NA	1.581890575	BRCA2	
PALB2	wt_eto	Q14145	30	Inf	NA	1.584962501	KEAP1	
PALB2	wt_eto	Q9UBU8	12.66666667	18.83854065	4.303149203	1.581228536	MORF4L1	
PALB2	wt_eto	O95782	6	1.428513245	1.752199135	1.53617521	AP2A1	
PALB2	wt_eto	Q5SSJ5	5.666666667	1.826938662	14.83821947	1.580419993	HP1BP3	
PALB2	wt_eto	Q13423	5	2.102431263	1.688232418	1.567955436	NNT	
PALB2	wt_eto	Q9Y4L1	5	3.822929626	1.593094649	1.567955436	HYOU1	
PALB2	wt_eto	Q86UW7	4.666666667	1.675064114	4.011558095	1.537855236	CADPS2	
PALB2	wt_eto	O94979	4.333333333	2.362650707	1.642245625	1.534326469	SEC31A	
PALB2	wt_eto	P40121	3.666666667	1.896076828	1.59863164	1.574627401	CAPG	
PALB2	wt_eto	O95210	3.333333333	2.23557497	2.608180281	1.573355385	STBD1	
PALB2	wt_eto	Q8WX92	3.333333333	1.773259732	1.944165515	1.502855774	COBRA1	
PALB2	wt_eto	O94826	3	2.087982612	2.109688082	1.584962501	TOMM70A	
PALB2	wt_eto	Q9UKD2	2.666666667	1.981401038	3.149918289	1.360388078	MRTO4	
PALB2	wt_eto	P80723	2.666666667	1.977529929	2.770272468	1.360388078	BASP1	
PALB2	wt_eto	Q15005	2.666666667	2.469974484	2.322778445	1.566367267	SPCS2	
PALB2	wt_eto	P50395	2.666666667	3.323269444	1.733253069	1.566367267	GDI2	
PALB2	wt_eto	P16989	2.333333333	3.834549535	11.9370482	1.56320209	CSDA	
PALB2	wt_eto	Q13310	2.333333333	2.572484156	3.248448495	1.56320209	PABPC4	
PALB2	wt_eto	P34897	2.333333333	2.846178407	2.063455135	1.483355755	SHMT2	
PALB2	wt_eto	P82650	2.333333333	1.540397632	1.913941467	1.483355755	MRPS22	
PALB2	wt_eto	P26639	2.333333333	1.695725526	1.51855392	1.56320209	TARS	
PALB2	wt_eto	Q14764	2	3.804901654	4.558581904	1.584962501	MVP	
PALB2	wt_eto	Q99590	2	1.466248054	3.256810174	1.584962501	SCAF11	
PALB2	wt_eto	P07602	2	2.482767355	2.0091772	1.584962501	PSAP	
PALB2	wt_eto	P61019	2	1.745136873	1.52651929	1.584962501	RAB2A	
PTEN	r130q	P60484	33.33333333	218.4287856	6326.016361	1.584821534	PTEN	
PTEN	r130q		7	3	1.619887869	1.584962501	#N/A	
PTEN	r130q	Q9BRD0	5	2.804333511	2.576732181	1.584962501	BUD13	
PTEN	r130q	Q969Q0	4	3.230903317	42.09504117	1.584962501	RPL36AL	
PTEN	r130q	Q92979	3	2.935610587	3.431630265	1.584962501	EMG1	
PTEN	r130q	Q9NVH1	3	2.68525559	2.259531754	1.541007871	DNAJC11	
PTEN	r130q	Q9H5U6	2.666666667	3.708693747	3.161996113	1.566367267	ZCCHC4	
PTEN	r130q	P40938	2.333333333	2.436261751	1.59158829	1.56320209	RFC3	
PTEN	r130q	Q6YN16	2	3.541723275	1.859197392	1.584962501	HSDL2	
PTEN	r130q	Q9H8G2	2	2.633685496	1.791158665	1.493709546	CAAP1	
PTEN	wt	P60484	24.66666667	161.5976517	5441.845039	1.583154608	PTEN	
PTEN	wt		10	3	2.314125527	1.584962501	#N/A	
PTEN	wt	Q969Q0	4	3.230903317	42.09504117	1.559120237	RPL36AL	
PTEN	wt	P28340	3	1.849701961	2.154559467	1.584962501	POLD1	
PTEN	wt	P40938	2.666666667	2.870947458	1.701479452	1.360388078	RFC3	
PTEN	wt	Q8IVL5	2	6.488465064	4.145838851	1.584962501	LEPREL1	
PTEN	wt	Q92504	2	3.417349506	1.68727622	1.493709546	SLC39A7	
RB1	wt	P06400	96	214.165478	29.39572164	1.584807569	RB1	
RB1	wt	O00716	9	6.403167451	3288.459502	1.56890616	E2F3	
RB1	wt	Q14186	7.666666667	6.403167451	3035.110686	1.582420764	TFDP1	
RB1	wt	Q01094	7.333333333	Inf	NA	1.573692105	E2F1	
RB1	wt	O00505	5	11.63849768	12.72524868	1.584962501	KPNA3	
RB1	wt	Q16254	4.666666667	6.403167451	2367.961481	1.560251865	E2F4	
RB1	wt	Q14188	3.666666667	6.403167451	2098.973514	1.574627401	TFDP2	
RB1	wt	O00629	2.666666667	17.33400416	96.61137081	1.566367267	KPNA4	
RB1	wt	Q9BTC8	2.666666667	10.07449642	16.14460265	1.566367267	MTA3	
RB1	wt	Q9NVA1	2	Inf	NA	1.493709546	UQCC	
RB1	wt	Q9BRT2	2	6.403167451	1550.194676	1.584962501	MNF1	
RB1	wt	P23526	2	2.030703899	4.685025323	1.493709546	AHCY	
RB1	wt	O43776	2	2.110518964	2.557360883	1.584962501	NARS	
RB1	wt	Q86UW7	2	1.992116825	2.265371608	1.493709546	CADPS2	
STK11	wt	Q15831	35.33333333	46.18673367	582.5433339	1.584836877	STK11	
STK11	wt	Q13451	31.66666667	Inf	NA	1.581969854	FKBP5	
STK11	wt	Q7RTN6	25.66666667	12.79423903	496.5016166	1.584021786	STRADA	
STK11	wt	Q9Y376	19.66666667	15.96787114	607.3881709	1.572137773	CAB39	
STK11	wt	Q9BT78	15.33333333	29.39764112	11.00865911	1.584313889	COPS4	
STK11	wt	P61201	14	42.8043541	8.107417466	1.567984085	COPS2	
STK11	wt	Q9UGI8	13	4.323672269	4.417758895	1.582254906	TES	
STK11	wt	P54886	12.33333333	7.033428507	3.309168927	1.571604103	ALDH18A1	
STK11	wt	Q9UNS2	11.66666667	19.53035984	4.828142746	1.570783737	COPS3	
STK11	wt	P41250	11.33333333	29.90424713	9.99832822	1.553763114	GARS	
STK11	wt	P26440	11	Inf	NA	1.581213609	IVD	
STK11	wt	Q96HC4	9.333333333	3.80111853	2.865183078	1.58326578	PDLIM5	
STK11	wt	Q13098	9	16.94176071	4.197893244	1.56890616	GPS1	
STK11	wt	Q92905	8.666666667	24.32122025	8.554071554	1.582957653	COPS5	
STK11	wt	Q14192	8.333333333	3.412315324	1.776523342	1.576179511	FHL2	
STK11	wt	Q7L5N1	7.333333333	16.57496215	8.558549269	1.573692105	COPS6	
STK11	wt	O15231	7.333333333	1.803648269	2.222170938	1.573692105	ZNF185	
STK11	wt	Q9C0K7	7	6.403167451	2900.14868	1.524837932	STRADB	
STK11	wt	P49023	6.666666667	4.146331478	5.405682273	1.561344997	PXN	
STK11	wt	Q9UBW8	6.333333333	21.23257877	62.7475437	1.569974075	COPS7A	
STK11	wt	P28340	5.333333333	3.724315732	2.872745956	1.58006019	POLD1	
STK11	wt	Q15654	5.333333333	4.591194044	1.591060274	1.564053541	TRIP6	
STK11	wt	Q15645	4.666666667	4.776138221	14.14006107	1.578392733	TRIP13	
STK11	wt	Q13617	4.666666667	7.622627657	7.176605418	1.578392733	CUL2	
STK11	wt	Q86VP6	4.666666667	2.704904272	2.223529447	1.578392733	CAND1	
STK11	wt	P41743	4.666666667	2.653940362	2.043266432	1.560251865	PRKCI	
STK11	wt	Q9NSE4	4	5.618781102	20.70070028	1.559120237	IARS2	
STK11	wt	Q6P3W7	3.666666667	4.224450918	18.194603	1.574627401	SCYL2	
STK11	wt	Q9P2J5	3.666666667	3.777761608	2.530702996	1.574627401	LARS	
STK11	wt	P13489	3.666666667	2.229203194	2.337200602	1.546631615	RNH1	
STK11	wt	Q15386	3.666666667	3.252371824	2.22884921	1.546631615	UBE3C	
STK11	wt	P40763	3.666666667	2.928653102	2.108988228	1.510002757	STAT3	
STK11	wt	Q96IF1	3.333333333	5.519113696	24.97359002	1.573355385	AJUBA	
STK11	wt	Q04760	3.333333333	3.623755368	4.334897735	1.533396631	GLO1	
STK11	wt	Q13418	3.333333333	7.733765875	3.884029394	1.573355385	ILK	
STK11	wt	Q9HCG8	3.333333333	3.068438246	1.571356938	1.533396631	CWC22	
STK11	wt	Q9H9Q2	3	6.403167451	1898.592979	1.541007871	COPS7B	
STK11	wt	Q93034	3	6.404939954	670.9753601	1.463458299	CUL5	
STK11	wt	P30479	3	6.821242803	391.8185563	1.584962501	HLA-B	
STK11	wt	Q02790	3	6.071559563	253.9761787	1.541007871	FKBP4	
STK11	wt	Q13643	3	4.321353237	12.11232444	1.541007871	FHL3	
STK11	wt	P09211	3	3.436209204	2.819346723	1.541007871	GSTP1	
STK11	wt	O76071	3	3.748436841	1.777426015	1.584962501	CIAO1	
STK11	wt	Q13642	2.666666667	4.079084576	469.7230393	1.566367267	FHL1	
STK11	wt	Q99627	2.666666667	7.207925273	10.20949646	1.566367267	COPS8	
STK11	wt	P56537	2.666666667	3.081164625	6.441656557	1.566367267	EIF6	
STK11	wt	Q9Y3D0	2.666666667	6.119436105	4.918500777	1.566367267	FAM96B	
STK11	wt	P22102	2.666666667	3.133616459	3.357762141	1.566367267	GART	
STK11	wt	P51570	2.666666667	2.906753644	1.943399886	1.517528789	GALK1	
STK11	wt	Q13616	2.666666667	4.238389297	1.625337901	1.517528789	CUL1	
STK11	wt	P13861	2.666666667	3.378554182	1.550224986	1.566367267	PRKAR2A	
STK11	wt	Q9NPQ8	2.333333333	7.497846375	322.1049869	1.56320209	RIC8A	
STK11	wt	Q93052	2.333333333	4.451395566	110.4474975	1.56320209	LPP	
STK11	wt	P23526	2.333333333	2.440658208	5.060405714	1.56320209	AHCY	
STK11	wt	P40121	2.333333333	3.984617105	4.853966435	1.56320209	CAPG	
STK11	wt	P18206	2.333333333	1.636421183	3.258803334	1.428412468	VCL	
STK11	wt	P06744	2	4.207471191	62.35774233	1.493709546	GPI	
STK11	wt	P10398	2	4.246774086	9.616954567	1.493709546	ARAF	
STK11	wt	P19367	2	2.754335239	8.359313999	1.339664264	HK1	
STK11	wt	Q96JJ3	2	3.625899836	7.004077216	1.493709546	ELMO2	
STK11	wt	P26639	2	2.732300655	6.954626244	1.493709546	TARS	
STK11	wt	Q14558	2	1.455635031	4.921718633	1.493709546	PRPSAP1	
STK11	wt	P62942	2	2.959777025	2.767668277	1.584962501	FKBP1A	
PIK3CA	e545k	P42336	49.66666667	232.8681343	243.4752458	1.581768166	PIK3CA	
PIK3CA	e545k	O00459	24	Inf	NA	1.579366734	PIK3R2	
PIK3CA	e545k	P27986	16.66666667	Inf	NA	1.577861502	PIK3R1	
PIK3CA	e545k	Q9BRD0	3.333333333	1.700062989	2.103893016	1.404826958	BUD13	
PIK3CA	e545k	Q92569	2.666666667	6.403167451	1790.010627	1.566367267	PIK3R3	
PIK3CA	e545k	Q53EU6	2.666666667	4.148247252	4.777909588	1.517528789	AGPAT9	
PIK3CA	e545k	Q9UGY1	2.666666667	2.016203049	1.605884445	1.566367267	NOL12	
PIK3CA	e545k	Q92979	2	1.766802668	2.801914378	1.584962501	EMG1	
PIK3CA	h1047rwt	P42336	51.66666667	242.2541644	248.3290504	1.583832145	PIK3CA	
PIK3CA	h1047rwt	O00459	27.33333333	Inf	NA	1.574269331	PIK3R2	
PIK3CA	h1047rwt	P27986	16.33333333	Inf	NA	1.582621486	PIK3R1	
PIK3CA	h1047rwt	Q9BRD0	4	2.141771198	2.304699327	1.559120237	BUD13	
PIK3CA	h1047rwt	P49761	2.666666667	1.964374379	2.20966465	1.566367267	CLK3	
PIK3CA	h1047rwt	Q92979	2.333333333	2.156405308	3.026413424	1.56320209	EMG1	
PIK3CA	h1047rwt	Q9NXH8	2	3.085977287	5.385096472	1.339664264	TOR4A	
PIK3CA	m1043v	P42336	54.33333333	254.7688712	254.6569194	1.584908969	PIK3CA	
PIK3CA	m1043v	O00459	26	Inf	NA	1.584268842	PIK3R2	
PIK3CA	m1043v	P27986	20	Inf	NA	1.5814114	PIK3R1	
PIK3CA	m1043v	Q9BRD0	5.666666667	3.24604172	2.743140882	1.552594267	BUD13	
PIK3CA	m1043v	Q92569	3.333333333	6.403167451	2001.292721	1.573355385	PIK3R3	
PIK3CA	m1043v	Q9BYC5	2	4.350312241	3.332633198	1.584962501	FUT8	
PIK3CA	wt	P42336	50.33333333	235.996811	245.103861	1.5845267	PIK3CA	
PIK3CA	wt	O00459	29.66666667	Inf	NA	1.578320744	PIK3R2	
PIK3CA	wt	P27986	23.66666667	Inf	NA	1.583000189	PIK3R1	
PIK3CA	wt	Q92569	4	6.403167451	2192.306335	1.584962501	PIK3R3	
PIK3CA	wt	Q8TD16	2	2.834169203	2.333154187	1.584962501	BICD2	
RAD51C	wt	O43502	33.66666667	22.41232334	309.7340487	1.582312687	RAD51C	
RAD51C	wt	O15315	8.666666667	12.93154217	35.463641	1.577221668	RAD51B	
RAD51C	wt	O43542	7.333333333	6.708238392	2952.139966	1.547620941	XRCC3	
RAD51C	wt	P56134	2.333333333	3.257548851	1.605891202	1.56320209	ATP5J2	
RAD51C	wt_eto	O43502	36.33333333	24.2091322	321.7670075	1.584843626	RAD51C	
RAD51C	wt_eto	O15315	8.666666667	12.93154217	35.463641	1.551321682	RAD51B	
RAD51C	wt_eto	O43542	7.333333333	6.708238392	2952.139966	1.582272341	XRCC3	
RAD51C	wt_eto	O75771	5.666666667	1.697406422	104.1025873	1.580419993	RAD51D	
RAD51C	wt_eto	O43543	3	20.42109881	235.9425393	1.584962501	XRCC2	
RAD51C	wt_eto	Q9BSJ6	2	1.93863953	1.963348188	1.493709546	FAM64A	
RAD51D	wt	O75771	41	13.57448338	280.0203655	1.584962501	RAD51D	
RAD51D	wt	O43543	9.666666667	66.12546281	423.5298197	1.573517241	XRCC2	
RAD51D	wt	P98194	6.666666667	21.04945314	29.11168249	1.561344997	ATP2C1	
RAD51D	wt	O43502	5.666666667	3.54583026	127.0728362	1.528922297	RAD51C	
RAD51D	wt	O15315	5.666666667	8.376969032	28.67616751	1.580419993	RAD51B	
RAD51D	wt	P10398	4	11.47978677	6.297110062	1.478534948	ARAF	
RAD51D	wt	P13473	3.333333333	6.510166997	4.210715338	1.573355385	LAMP2	
RAD51D	wt	P05362	3.333333333	6.510166997	3.882703601	1.533396631	ICAM1	
RAD51D	wt	P49593	3.333333333	3.486286857	1.646457957	1.573355385	PPM1F	
RAD51D	wt	Q8IY17	3	Inf	NA	1.584962501	PNPLA6	
RAD51D	wt	Q03519	3	9.284515549	3.758302049	1.541007871	TAP2	
RAD51D	wt	P12429	3	9.284515549	2.364993595	0.940285959	ANXA3	
RAD51D	wt	Q5SRE5	2.666666667	5.76087403	2.718154252	1.566367267	NUP188	
RAD51D	wt	O75746	2.333333333	Inf	NA	1.56320209	SLC25A12	
RAD51D	wt	Q8NE86	2.333333333	11.22767931	52.57090534	1.428412468	MCU	
